Date,Open,High,Low,Close,Volume
2017.05.08,1227.62,1229.5,1227.61,1229.09,718
2017.05.08,1229.1,1233.03,1228.83,1232.87,1254
2017.05.08,1232.86,1234.63,1232.86,1234.57,1669
2017.05.08,1234.56,1234.62,1231.7,1231.99,1323
2017.05.08,1232,1232.51,1230.87,1231.36,1222
2017.05.08,1231.36,1232.27,1231.22,1231.65,903
2017.05.08,1231.7,1232.47,1231.51,1232.41,720
2017.05.08,1232.41,1232.41,1230.66,1230.94,1169
2017.05.08,1231,1231.04,1229.87,1230.04,772
2017.05.08,1230.04,1231.15,1230.04,1230.99,752
2017.05.08,1230.97,1231.22,1230.46,1231.16,643
2017.05.08,1231.16,1231.35,1230.34,1230.64,549
2017.05.08,1230.64,1231.4,1230.56,1230.98,599
2017.05.08,1230.98,1231.49,1230.58,1230.68,514
2017.05.08,1230.73,1231.02,1230.55,1230.61,514
2017.05.08,1230.59,1230.59,1230.16,1230.42,456
2017.05.08,1230.42,1230.72,1230.28,1230.48,508
2017.05.08,1230.49,1231.02,1230.49,1230.58,492
2017.05.08,1230.58,1230.71,1230.07,1230.4,485
2017.05.08,1230.38,1230.43,1230.03,1230.12,345
2017.05.08,1230.12,1230.78,1230.03,1230.42,381
2017.05.08,1230.42,1231.27,1230.28,1231.25,381
2017.05.08,1231.25,1231.64,1231.11,1231.52,437
2017.05.08,1231.52,1231.52,1230.92,1231.18,443
2017.05.08,1231.14,1231.22,1230.68,1231.04,405
2017.05.08,1231.02,1231.02,1228.81,1229.78,789
2017.05.08,1229.81,1230.15,1229.24,1229.71,588
2017.05.08,1229.73,1230.11,1229.4,1230.11,702
2017.05.08,1230.02,1230.4,1229.42,1230.12,634
2017.05.08,1230.12,1230.7,1229.85,1230.43,775
2017.05.08,1230.44,1230.61,1229.42,1229.73,587
2017.05.08,1229.67,1230.64,1229.38,1230.53,1241
2017.05.08,1230.53,1230.97,1230.12,1230.84,793
2017.05.08,1230.79,1230.83,1230.26,1230.73,712
2017.05.08,1230.72,1232,1230.7,1231.44,839
2017.05.08,1231.44,1231.71,1231.03,1231.37,512
2017.05.08,1231.32,1231.37,1230.68,1230.8,432
2017.05.08,1230.75,1230.99,1229.97,1230.03,394
2017.05.08,1230.04,1230.78,1230.03,1230.56,470
2017.05.08,1230.58,1230.66,1229.64,1230.08,621
2017.05.08,1230.07,1230.07,1229.05,1229.65,759
2017.05.08,1229.65,1230.71,1229.57,1230.7,559
2017.05.08,1230.7,1233.38,1230.69,1232.83,845
2017.05.08,1232.93,1235.93,1232.81,1234.99,884
2017.05.08,1234.96,1236.5,1234.84,1235.08,1266
2017.05.08,1235.05,1235.14,1234.62,1234.66,715
2017.05.08,1234.66,1234.66,1233.55,1233.63,656
2017.05.08,1233.58,1234.97,1233.58,1234.63,605
2017.05.08,1234.64,1234.87,1232.37,1232.42,686
2017.05.08,1232.42,1233.02,1232.12,1232.5,550
2017.05.08,1232.49,1232.73,1231.94,1232.36,571
2017.05.08,1232.32,1233.16,1231.57,1232.9,863
2017.05.08,1232.85,1234.37,1231.97,1231.97,1125
2017.05.08,1231.99,1232.59,1231.67,1232.19,1264
2017.05.08,1232.14,1232.3,1229.81,1230.27,1136
2017.05.08,1230.25,1231.15,1230.15,1231.04,776
2017.05.08,1231.04,1231.15,1229.52,1229.97,932
2017.05.08,1229.97,1230.17,1229.15,1229.3,1622
2017.05.08,1229.3,1229.78,1228.66,1229.78,1252
2017.05.08,1229.78,1230.99,1229.34,1229.91,1590
2017.05.08,1229.91,1230.01,1228.81,1229.72,1034
2017.05.08,1229.67,1229.82,1228.12,1228.39,1035
2017.05.08,1228.44,1228.91,1227.45,1228.2,1240
2017.05.08,1228.2,1228.77,1227.87,1228.6,878
2017.05.08,1228.62,1229.1,1228.16,1228.52,851
2017.05.08,1228.51,1228.51,1227.42,1227.62,873
2017.05.08,1227.72,1228.42,1227.41,1227.52,873
2017.05.08,1227.5,1227.77,1227.02,1227.38,857
2017.05.08,1227.39,1227.81,1227.12,1227.71,743
2017.05.08,1227.71,1227.81,1226.39,1226.92,1058
2017.05.08,1226.92,1227.54,1226.9,1227.08,816
2017.05.08,1227.08,1227.92,1226.39,1227.66,759
2017.05.08,1227.71,1227.81,1226.53,1227.04,1020
2017.05.08,1227.05,1227.16,1226.3,1226.52,798
2017.05.08,1226.52,1226.68,1226.06,1226.58,667
2017.05.08,1226.61,1227.68,1226.48,1227.46,582
2017.05.08,1227.46,1227.67,1227.19,1227.28,621
2017.05.08,1227.31,1228.48,1227.29,1228.05,453
2017.05.08,1228.07,1228.76,1227.97,1228.26,508
2017.05.08,1228.31,1228.31,1227.07,1227.64,777
2017.05.08,1227.66,1227.69,1227.24,1227.66,444
2017.05.08,1227.64,1228.12,1227.51,1227.72,644
2017.05.08,1227.72,1227.9,1226.64,1227,707
2017.05.08,1227.02,1227.32,1226.63,1226.85,519
2017.05.08,1226.85,1226.94,1226.61,1226.65,302
2017.05.08,1226.62,1226.62,1225.16,1226.19,180
2017.05.08,1226.19,1226.42,1225.18,1226.21,196
2017.05.09,1225.98,1227.13,1225.93,1227.09,379
2017.05.09,1227.09,1227.31,1226.84,1226.84,248
2017.05.09,1226.84,1227.02,1226.49,1226.61,371
2017.05.09,1226.57,1226.82,1226.34,1226.43,401
2017.05.09,1226.43,1227.86,1226.43,1227.54,454
2017.05.09,1227.56,1228.05,1227.44,1227.95,304
2017.05.09,1228,1228.37,1227.48,1227.8,542
2017.05.09,1227.78,1227.93,1227.42,1227.74,462
2017.05.09,1227.75,1228.51,1227.55,1228.29,709
2017.05.09,1228.28,1228.36,1227.04,1227.21,571
2017.05.09,1227.22,1227.47,1226.67,1226.73,459
2017.05.09,1226.69,1227.36,1226.32,1227.16,640
2017.05.09,1227.16,1227.73,1226.86,1226.86,717
2017.05.09,1226.92,1227.26,1226.63,1226.94,474
2017.05.09,1226.94,1227.23,1226.45,1226.98,680
2017.05.09,1226.98,1228.5,1226.98,1228.46,686
2017.05.09,1228.46,1228.48,1227.74,1228.26,536
2017.05.09,1228.21,1228.23,1227.62,1228.14,453
2017.05.09,1228.1,1228.35,1227.8,1227.96,659
2017.05.09,1227.96,1228.54,1227.87,1228.34,535
2017.05.09,1228.34,1228.48,1227.79,1228.01,451
2017.05.09,1228.01,1228.4,1227.94,1228.14,368
2017.05.09,1228.16,1228.53,1227.86,1227.95,381
2017.05.09,1227.92,1228.25,1227.76,1227.99,372
2017.05.09,1227.99,1228.26,1227.87,1228.04,424
2017.05.09,1228.05,1228.1,1227.58,1227.73,328
2017.05.09,1227.73,1228.04,1227.45,1227.84,427
2017.05.09,1227.84,1227.98,1227.65,1227.65,357
2017.05.09,1227.64,1227.64,1226.35,1226.49,532
2017.05.09,1226.54,1226.58,1225.49,1226.49,652
2017.05.09,1226.44,1226.98,1226.15,1226.58,552
2017.05.09,1226.58,1227.35,1226.46,1226.92,498
2017.05.09,1226.91,1227.02,1225.99,1226.16,723
2017.05.09,1226.16,1226.47,1223.77,1224.52,1335
2017.05.09,1224.43,1228.32,1224.22,1227.01,1169
2017.05.09,1227.05,1228.08,1226.89,1227.84,747
2017.05.09,1227.84,1228.06,1226.5,1227.66,1100
2017.05.09,1227.7,1227.7,1226.82,1226.82,667
2017.05.09,1226.78,1227.32,1225.6,1226.22,666
2017.05.09,1226.22,1226.83,1225.67,1226.83,681
2017.05.09,1226.84,1226.94,1225.9,1226.06,523
2017.05.09,1226.09,1226.37,1225.11,1225.58,432
2017.05.09,1225.58,1225.95,1225.07,1225.22,434
2017.05.09,1225.19,1225.65,1224.72,1224.73,502
2017.05.09,1224.74,1225.57,1224.6,1225.05,486
2017.05.09,1225.04,1225.24,1224.53,1225.06,598
2017.05.09,1225.12,1225.15,1224.5,1224.72,475
2017.05.09,1224.78,1225.15,1224.66,1225.03,452
2017.05.09,1225.04,1225.17,1224.75,1224.85,358
2017.05.09,1224.82,1224.9,1224.51,1224.82,371
2017.05.09,1224.86,1224.93,1223.88,1224.69,502
2017.05.09,1224.7,1225.59,1224.42,1225.51,604
2017.05.09,1225.51,1226.42,1225.38,1225.59,666
2017.05.09,1225.59,1226.12,1225.41,1225.68,492
2017.05.09,1225.67,1225.7,1224.41,1224.61,555
2017.05.09,1224.61,1224.64,1223.44,1223.68,850
2017.05.09,1223.7,1224.2,1222.52,1222.72,1015
2017.05.09,1222.77,1223.5,1222.01,1222.53,1110
2017.05.09,1222.51,1222.51,1219.68,1220.34,1410
2017.05.09,1220.32,1221.51,1219.78,1221.2,1237
2017.05.09,1221.2,1221.57,1220.28,1221.28,1176
2017.05.09,1221.27,1221.66,1220.34,1220.68,916
2017.05.09,1220.68,1220.91,1219.18,1219.42,1299
2017.05.09,1219.49,1220.73,1219.33,1220.23,1092
2017.05.09,1220.22,1220.56,1219.74,1219.9,874
2017.05.09,1219.9,1219.99,1216.32,1217.54,1894
2017.05.09,1217.61,1218.34,1217.07,1217.37,1912
2017.05.09,1217.46,1218.51,1216.67,1218.05,1258
2017.05.09,1218.06,1218.28,1217.31,1217.67,1482
2017.05.09,1217.72,1218.38,1217.3,1217.74,1118
2017.05.09,1217.76,1218.44,1217.18,1217.24,1003
2017.05.09,1217.23,1217.85,1216.61,1217.2,1077
2017.05.09,1217.3,1217.79,1216.9,1217.35,707
2017.05.09,1217.35,1218.12,1216.94,1217.65,746
2017.05.09,1217.64,1217.76,1215.69,1216.16,1066
2017.05.09,1216.26,1217.21,1216.24,1217.09,1077
2017.05.09,1217.19,1217.19,1214.81,1214.81,1304
2017.05.09,1214.81,1216.6,1214.81,1216.12,1304
2017.05.09,1216.12,1216.66,1215.23,1216.09,1092
2017.05.09,1216.01,1216.45,1215.65,1216.15,752
2017.05.09,1216.15,1216.61,1215.42,1215.74,628
2017.05.09,1215.74,1216.02,1214.24,1215.89,759
2017.05.09,1215.86,1215.86,1214.4,1214.84,648
2017.05.09,1214.84,1216.29,1214.74,1216.23,710
2017.05.09,1216.22,1216.88,1215.9,1216.6,571
2017.05.09,1216.6,1217.19,1216.43,1217.09,406
2017.05.09,1217.09,1221.36,1216.94,1220.39,1816
2017.05.09,1220.39,1220.63,1218.96,1219.77,1583
2017.05.09,1219.68,1221.28,1219.37,1221.28,769
2017.05.09,1221.24,1224.87,1220.87,1221.39,922
2017.05.09,1221.38,1221.87,1220.05,1220.16,453
2017.05.09,1220.17,1221.43,1219.39,1221.26,223
2017.05.10,1221.57,1222.09,1220.91,1221.84,296
2017.05.10,1221.92,1222.31,1221.55,1222.04,545
2017.05.10,1222.05,1223.49,1221.77,1223.14,806
2017.05.10,1223.14,1223.75,1222.9,1223.69,596
2017.05.10,1223.65,1224.53,1223.51,1224.3,701
2017.05.10,1224.28,1224.52,1224.12,1224.21,424
2017.05.10,1224.24,1224.36,1222.61,1223.32,748
2017.05.10,1223.3,1223.81,1223.15,1223.38,667
2017.05.10,1223.38,1223.49,1222.67,1222.76,767
2017.05.10,1222.74,1223.19,1222.1,1222.76,821
2017.05.10,1222.77,1223.02,1222.26,1222.71,673
2017.05.10,1222.71,1223.32,1222.49,1223.22,802
2017.05.10,1223.22,1223.22,1220.79,1221.24,1282
2017.05.10,1221.24,1221.39,1220.66,1221.23,604
2017.05.10,1221.34,1221.96,1221.25,1221.87,420
2017.05.10,1221.96,1221.98,1221.51,1221.71,361
2017.05.10,1221.71,1222.11,1221.6,1221.77,336
2017.05.10,1221.74,1222.46,1221.5,1222.37,340
2017.05.10,1222.36,1222.64,1222.19,1222.47,593
2017.05.10,1222.44,1222.57,1221.9,1221.97,511
2017.05.10,1221.94,1222.61,1221.87,1222.18,381
2017.05.10,1222.14,1222.55,1222.12,1222.45,361
2017.05.10,1222.42,1223.03,1222.16,1222.83,598
2017.05.10,1222.83,1223.03,1222.13,1222.37,326
2017.05.10,1222.38,1223.81,1222.36,1222.94,519
2017.05.10,1222.94,1223.43,1222.88,1223.07,378
2017.05.10,1223.07,1223.13,1222.27,1222.57,389
2017.05.10,1222.57,1222.68,1222.17,1222.26,284
2017.05.10,1222.23,1222.41,1222.01,1222.08,322
2017.05.10,1222.1,1222.4,1221.88,1222.07,379
2017.05.10,1222.09,1222.2,1221.68,1221.68,414
2017.05.10,1221.68,1222.33,1221.59,1222.28,538
2017.05.10,1222.29,1222.63,1221.57,1221.62,763
2017.05.10,1221.63,1221.95,1221.32,1221.62,865
2017.05.10,1221.61,1221.7,1220.64,1221.34,1122
2017.05.10,1221.34,1221.66,1221.04,1221.52,1193
2017.05.10,1221.51,1221.86,1221.3,1221.47,703
2017.05.10,1221.47,1221.47,1220.78,1221.02,627
2017.05.10,1221.02,1221.6,1220.82,1221.56,648
2017.05.10,1221.57,1222.71,1221.56,1222.68,705
2017.05.10,1222.68,1225.25,1222.68,1224.62,1117
2017.05.10,1224.63,1224.65,1223.45,1223.56,571
2017.05.10,1223.47,1223.76,1222.37,1222.85,496
2017.05.10,1222.85,1223.25,1222.46,1223.04,437
2017.05.10,1223.1,1223.84,1222.36,1222.72,583
2017.05.10,1222.72,1222.83,1222.1,1222.83,483
2017.05.10,1222.81,1223.48,1222.42,1222.77,557
2017.05.10,1222.87,1223.43,1222.67,1223.41,456
2017.05.10,1223.41,1223.55,1223,1223.51,453
2017.05.10,1223.51,1223.85,1222.92,1223.3,511
2017.05.10,1223.31,1224.4,1223.15,1224.38,591
2017.05.10,1224.34,1225.58,1224.26,1224.57,875
2017.05.10,1224.58,1224.69,1223.72,1224.5,1040
2017.05.10,1224.5,1225.3,1223.76,1223.81,826
2017.05.10,1223.71,1224.08,1223.26,1223.6,600
2017.05.10,1223.61,1223.97,1222.86,1223.64,799
2017.05.10,1223.67,1223.88,1222.56,1223.12,837
2017.05.10,1223.12,1223.12,1222.03,1222.52,915
2017.05.10,1222.52,1222.63,1221.28,1221.56,1361
2017.05.10,1221.56,1223.57,1221.51,1223.39,972
2017.05.10,1223.38,1225.32,1223.07,1223.74,1356
2017.05.10,1223.87,1224.15,1223.2,1223.35,703
2017.05.10,1223.45,1223.94,1222.51,1222.94,1356
2017.05.10,1222.99,1223.94,1222.62,1223.92,1146
2017.05.10,1223.92,1224.21,1222.49,1222.78,1196
2017.05.10,1222.8,1223.61,1222.72,1223.21,945
2017.05.10,1223.22,1223.58,1222.19,1222.53,1171
2017.05.10,1222.57,1222.72,1219.97,1220.87,1400
2017.05.10,1220.85,1221.55,1220.51,1221.16,1155
2017.05.10,1221.18,1221.26,1220.53,1220.68,774
2017.05.10,1220.69,1221.39,1220.28,1221.29,868
2017.05.10,1221.39,1221.6,1221.14,1221.44,668
2017.05.10,1221.42,1221.82,1220.6,1220.76,862
2017.05.10,1220.78,1221.37,1220.68,1221,581
2017.05.10,1221,1221.32,1220.69,1220.75,683
2017.05.10,1220.8,1220.88,1220.2,1220.46,742
2017.05.10,1220.46,1220.73,1218.87,1220.08,1125
2017.05.10,1220.11,1220.66,1218.6,1218.94,1129
2017.05.10,1218.94,1219.46,1218.09,1219.3,1091
2017.05.10,1219.28,1219.4,1218.94,1219.06,552
2017.05.10,1219.04,1219.48,1218.6,1219.07,610
2017.05.10,1219.01,1219.06,1217.6,1218.49,799
2017.05.10,1218.44,1218.74,1217.9,1218.1,572
2017.05.10,1218.09,1218.4,1217.51,1217.7,515
2017.05.10,1217.71,1218.79,1217.55,1218.59,588
2017.05.10,1218.6,1219.74,1218.58,1219.52,579
2017.05.10,1219.46,1219.46,1218.8,1219.01,611
2017.05.10,1219.02,1219.85,1218.73,1219.53,668
2017.05.10,1219.5,1219.62,1218.84,1218.98,526
2017.05.10,1219.09,1219.59,1219.09,1219.22,283
2017.05.10,1219.21,1219.23,1218.13,1218.94,234
2017.05.10,1218.91,1219.01,1218.68,1218.99,165
2017.05.11,1218.88,1219.29,1218.73,1218.95,287
2017.05.11,1218.95,1219.19,1218.71,1218.78,283
2017.05.11,1218.78,1218.91,1218.38,1218.56,350
2017.05.11,1218.59,1218.95,1218.03,1218.78,510
2017.05.11,1218.78,1218.97,1218.2,1218.59,1103
2017.05.11,1218.58,1218.72,1218,1218.29,583
2017.05.11,1218.32,1218.62,1217.66,1217.83,384
2017.05.11,1217.84,1218.35,1217.62,1217.64,618
2017.05.11,1217.63,1218.1,1216.92,1217.85,1040
2017.05.11,1217.84,1218.01,1217.7,1217.98,343
2017.05.11,1217.99,1218.26,1217.74,1218.15,378
2017.05.11,1218.14,1219.06,1218.13,1218.49,625
2017.05.11,1218.48,1220.29,1218.4,1219.86,857
2017.05.11,1219.86,1219.88,1219.5,1219.75,703
2017.05.11,1219.75,1220.09,1219.44,1220.05,423
2017.05.11,1220.07,1220.51,1219.75,1219.81,474
2017.05.11,1219.84,1220.45,1219.83,1220.22,662
2017.05.11,1220.22,1221.02,1220.03,1220.75,561
2017.05.11,1220.74,1220.86,1220.22,1220.5,440
2017.05.11,1220.47,1220.71,1220.07,1220.66,503
2017.05.11,1220.61,1220.84,1220.51,1220.79,523
2017.05.11,1220.81,1221.11,1220.68,1220.93,439
2017.05.11,1220.9,1221.05,1219.75,1219.94,438
2017.05.11,1219.92,1219.96,1219.25,1219.49,430
2017.05.11,1219.49,1219.64,1219.42,1219.45,386
2017.05.11,1219.43,1219.48,1219.15,1219.32,377
2017.05.11,1219.31,1219.4,1219,1219.37,384
2017.05.11,1219.38,1219.93,1219.17,1219.92,363
2017.05.11,1219.9,1220.13,1219.65,1219.7,406
2017.05.11,1219.69,1220.39,1219.69,1220.35,298
2017.05.11,1220.35,1220.88,1220.27,1220.45,455
2017.05.11,1220.42,1221.71,1220.4,1221.23,508
2017.05.11,1221.19,1222.58,1221.16,1222.07,865
2017.05.11,1222.07,1222.31,1221.77,1222.26,543
2017.05.11,1222.21,1222.26,1221.59,1221.88,547
2017.05.11,1221.88,1222.31,1221.79,1221.98,573
2017.05.11,1221.97,1222.18,1221.23,1221.82,571
2017.05.11,1221.8,1221.87,1221.36,1221.53,503
2017.05.11,1221.48,1221.65,1221.01,1221.11,500
2017.05.11,1221.1,1221.36,1220.63,1221.33,717
2017.05.11,1221.33,1222.17,1221.11,1222.14,492
2017.05.11,1222.12,1222.17,1221.45,1221.5,399
2017.05.11,1221.46,1221.72,1221.05,1221.57,475
2017.05.11,1221.55,1221.71,1221.22,1221.23,431
2017.05.11,1221.23,1221.46,1220.91,1221.24,408
2017.05.11,1221.24,1221.24,1220.63,1220.88,472
2017.05.11,1220.88,1221.22,1220.74,1221.06,460
2017.05.11,1221.07,1221.78,1221.03,1221.41,556
2017.05.11,1221.42,1222.82,1221.42,1222.45,609
2017.05.11,1222.45,1222.72,1222.17,1222.48,431
2017.05.11,1222.48,1223.75,1222.48,1223.27,674
2017.05.11,1223.27,1223.35,1222.62,1222.79,547
2017.05.11,1222.84,1223.14,1222.47,1223.01,636
2017.05.11,1223,1223.22,1222.3,1222.31,461
2017.05.11,1222.31,1223.2,1221.64,1222.9,734
2017.05.11,1222.99,1224.11,1222.99,1223.8,843
2017.05.11,1223.73,1224.05,1222.98,1223.39,1169
2017.05.11,1223.4,1223.48,1222.14,1222.37,943
2017.05.11,1222.36,1222.36,1220.43,1221.5,1952
2017.05.11,1221.53,1221.84,1220.1,1221.07,1323
2017.05.11,1221.08,1222.82,1220.84,1221.03,1640
2017.05.11,1221,1221.66,1220.88,1221.25,1170
2017.05.11,1221.25,1222.06,1220.86,1221.34,1500
2017.05.11,1221.37,1224.46,1221.37,1223.35,1809
2017.05.11,1223.35,1224.84,1223.01,1223.54,1736
2017.05.11,1223.5,1225.25,1223.03,1224.94,1619
2017.05.11,1224.95,1227.65,1224.89,1225.88,1816
2017.05.11,1225.88,1226.57,1224.65,1224.8,1120
2017.05.11,1224.9,1225.3,1224.12,1224.32,1290
2017.05.11,1224.31,1225.03,1223.97,1224.53,859
2017.05.11,1224.53,1224.73,1223.53,1224.13,891
2017.05.11,1224.19,1224.2,1223.37,1223.45,722
2017.05.11,1223.43,1224.21,1222.59,1223.73,762
2017.05.11,1223.73,1224.15,1223.4,1223.96,725
2017.05.11,1223.97,1224.06,1223.07,1223.57,793
2017.05.11,1223.63,1224.94,1223.54,1224.83,775
2017.05.11,1224.93,1225.74,1224.16,1224.93,1381
2017.05.11,1224.92,1225.12,1223.64,1224.12,1031
2017.05.11,1224.12,1224.42,1223.54,1223.94,606
2017.05.11,1223.94,1224.04,1223.22,1223.7,598
2017.05.11,1223.74,1224.22,1223.54,1224.02,667
2017.05.11,1224.05,1224.3,1223.26,1223.82,750
2017.05.11,1223.84,1224.25,1223.44,1224.08,552
2017.05.11,1224.08,1224.55,1223.78,1224.36,747
2017.05.11,1224.36,1225.12,1224.25,1224.78,696
2017.05.11,1224.82,1225.66,1224.75,1225.52,519
2017.05.11,1225.62,1226.14,1224.86,1225.27,594
2017.05.11,1225.3,1225.5,1223.94,1223.99,536
2017.05.11,1224,1224.5,1223.79,1224.5,375
2017.05.11,1224.47,1224.78,1224.32,1224.73,307
2017.05.11,1224.73,1224.89,1223.71,1224.56,189
2017.05.11,1224.54,1224.88,1224.36,1224.83,195
2017.05.12,1225.07,1225.51,1224.93,1225.19,334
2017.05.12,1225.19,1225.32,1224.8,1225.16,248
2017.05.12,1225.06,1225.25,1224.55,1224.66,353
2017.05.12,1224.67,1225.21,1224.56,1225.08,497
2017.05.12,1225.05,1225.7,1224.9,1225.66,547
2017.05.12,1225.71,1225.74,1225.32,1225.43,470
2017.05.12,1225.47,1225.75,1224.96,1225.19,386
2017.05.12,1225.19,1225.43,1224.77,1224.92,910
2017.05.12,1224.89,1225.02,1224.36,1224.41,631
2017.05.12,1224.44,1225.27,1224.44,1225.14,473
2017.05.12,1225.15,1225.43,1224.67,1224.83,393
2017.05.12,1224.79,1225.04,1224.49,1224.63,577
2017.05.12,1224.64,1225.04,1224.4,1225.04,521
2017.05.12,1225.01,1225.11,1224.71,1224.99,477
2017.05.12,1224.97,1225.45,1224.87,1225.24,458
2017.05.12,1225.23,1225.62,1225.08,1225.54,462
2017.05.12,1225.55,1226.54,1225.54,1226.22,781
2017.05.12,1226.21,1226.55,1226.04,1226.45,525
2017.05.12,1226.45,1226.96,1226.45,1226.63,515
2017.05.12,1226.64,1226.75,1226.33,1226.6,524
2017.05.12,1226.55,1226.88,1226.43,1226.72,484
2017.05.12,1226.7,1226.85,1226.56,1226.58,427
2017.05.12,1226.55,1226.7,1226.37,1226.49,286
2017.05.12,1226.59,1226.89,1226.52,1226.71,523
2017.05.12,1226.69,1226.83,1226.35,1226.46,559
2017.05.12,1226.46,1226.57,1226.21,1226.21,426
2017.05.12,1226.2,1226.4,1226,1226.3,384
2017.05.12,1226.3,1226.87,1226.25,1226.64,351
2017.05.12,1226.6,1226.87,1226.46,1226.76,291
2017.05.12,1226.76,1226.79,1226.46,1226.78,354
2017.05.12,1226.73,1226.89,1226.24,1226.89,451
2017.05.12,1226.85,1226.92,1226.42,1226.71,498
2017.05.12,1226.72,1226.72,1226.09,1226.72,665
2017.05.12,1226.72,1228.2,1226.7,1227.75,927
2017.05.12,1227.73,1228.29,1227.44,1227.72,590
2017.05.12,1227.71,1228.16,1227.47,1227.63,486
2017.05.12,1227.59,1227.59,1226.81,1226.93,727
2017.05.12,1226.94,1228.03,1226.93,1227.85,576
2017.05.12,1227.84,1229.02,1227.76,1228.26,837
2017.05.12,1228.26,1228.78,1228.12,1228.4,793
2017.05.12,1228.33,1229.18,1228.3,1228.54,609
2017.05.12,1228.59,1228.99,1227.92,1228.24,493
2017.05.12,1228.2,1229.48,1228.14,1229.13,672
2017.05.12,1229.14,1229.62,1228.81,1228.89,594
2017.05.12,1228.86,1229.35,1228.82,1229.17,636
2017.05.12,1229.17,1229.21,1228.46,1228.57,453
2017.05.12,1228.57,1229.06,1228.36,1229.05,599
2017.05.12,1229.06,1229.39,1228.95,1229.19,675
2017.05.12,1229.19,1229.87,1228.71,1229,584
2017.05.12,1228.9,1229.05,1228.45,1228.46,530
2017.05.12,1228.47,1228.83,1228.13,1228.44,677
2017.05.12,1228.41,1229.15,1228.31,1228.77,553
2017.05.12,1228.76,1229.03,1228.25,1229.02,631
2017.05.12,1229.02,1229.03,1228.11,1228.11,552
2017.05.12,1228.13,1228.39,1227.68,1227.83,493
2017.05.12,1227.83,1228.24,1227.59,1228.15,546
2017.05.12,1228.15,1228.69,1227.64,1228.69,561
2017.05.12,1228.69,1229.03,1227.09,1227.73,1128
2017.05.12,1227.7,1231.13,1227.7,1230.78,2869
2017.05.12,1230.75,1231.53,1229.86,1231.33,2051
2017.05.12,1231.33,1231.69,1230.4,1230.67,1429
2017.05.12,1230.68,1231.36,1229.22,1230.02,1256
2017.05.12,1230.02,1230.81,1229.57,1229.85,1767
2017.05.12,1229.89,1230.08,1228.79,1229.67,1080
2017.05.12,1229.66,1230.44,1228.95,1229.14,1168
2017.05.12,1229.23,1229.99,1228.77,1229.72,1062
2017.05.12,1229.71,1230.28,1229.13,1229.34,1086
2017.05.12,1229.32,1231,1229.28,1230.54,1286
2017.05.12,1230.53,1230.74,1229.15,1229.54,883
2017.05.12,1229.54,1229.54,1228.53,1229.3,890
2017.05.12,1229.27,1229.45,1228.33,1229.29,1146
2017.05.12,1229.23,1229.88,1229.04,1229.37,743
2017.05.12,1229.46,1229.57,1228.44,1228.55,668
2017.05.12,1228.55,1228.75,1227.46,1227.92,648
2017.05.12,1227.92,1228.04,1226.49,1226.96,685
2017.05.12,1226.97,1227.45,1226.85,1227.14,686
2017.05.12,1227.14,1228.12,1227.04,1227.9,749
2017.05.12,1227.9,1228.09,1227.31,1227.84,637
2017.05.12,1227.86,1228.01,1227.41,1227.57,496
2017.05.12,1227.58,1228.03,1227.33,1227.86,330
2017.05.12,1227.86,1228.46,1227.71,1227.96,473
2017.05.12,1227.93,1228.07,1227.61,1227.88,473
2017.05.12,1227.97,1228.1,1227.57,1227.61,459
2017.05.12,1227.6,1228.03,1227.59,1227.88,449
2017.05.12,1227.97,1228.08,1227.66,1227.82,436
2017.05.12,1227.82,1228.17,1227.47,1228.17,508
2017.05.12,1228.12,1228.63,1227.91,1228.57,522
2017.05.12,1228.57,1228.68,1227.7,1227.7,582
2017.05.12,1227.74,1227.99,1226.89,1227.88,418
2017.05.12,1227.91,1228.37,1227.13,1228.37,256
2017.05.12,1228.38,1228.4,1227.92,1228.16,295
2017.05.12,1228.04,1228.68,1227.86,1228.48,191
2017.05.15,1229.53,1230.45,1228.7,1229.01,501
2017.05.15,1228.98,1229.43,1228.48,1229.07,285
2017.05.15,1229.25,1229.46,1229.04,1229.17,195
2017.05.15,1229.17,1229.57,1228.93,1229.15,196
2017.05.15,1229.14,1229.26,1228.9,1229.11,296
2017.05.15,1229.12,1229.39,1228.76,1229.32,341
2017.05.15,1229.33,1229.79,1229.22,1229.78,336
2017.05.15,1229.76,1230.02,1229.4,1229.71,466
2017.05.15,1229.7,1229.91,1228.84,1228.92,612
2017.05.15,1228.93,1229.17,1228.19,1228.92,505
2017.05.15,1228.92,1229.02,1228.51,1228.82,486
2017.05.15,1228.83,1229,1228.11,1228.16,562
2017.05.15,1228.19,1228.25,1226.9,1227.06,798
2017.05.15,1227.07,1228.59,1226.96,1228.42,768
2017.05.15,1228.42,1229.33,1228.29,1229.01,660
2017.05.15,1229,1229.77,1228.83,1229.58,519
2017.05.15,1229.67,1230.15,1229.29,1229.52,627
2017.05.15,1229.52,1230.64,1229.47,1230,588
2017.05.15,1230,1230.38,1229.5,1230.22,538
2017.05.15,1230.22,1230.24,1229.64,1229.64,585
2017.05.15,1229.64,1230.13,1229.64,1229.82,375
2017.05.15,1229.77,1230.14,1229.6,1230.12,329
2017.05.15,1230.13,1230.18,1229.87,1230.14,473
2017.05.15,1230.11,1230.51,1229.92,1229.92,381
2017.05.15,1229.89,1230.44,1229.85,1230.36,339
